-1 0.0 -982928.380624
-1 0.0 -980444.912136
-1 0.0 -927619.596465
-1 0.0 -970017.354870
-1 0.0 -999088.795831
-1 0.0 -985498.879539
-1 0.0 -966379.126564
-1 0.0 -945244.422831
-1 0.0 -980660.442259
-1 0.0 -926471.705726
-1 0.0 -990873.462524
-1 0.0 -991681.999064
-1 0.0 -973257.248773
-1 0.0 -960044.837603
-1 0.0 -985511.901387
-1 0.0 -990845.102307
-1 0.0 -989312.157481
-1 0.0 -970322.740746
-1 0.0 -948852.739902
-1 0.0 -999082.566520
-1 0.0 -959849.138778
-1 0.0 -990451.986993
-1 0.0 -969078.172127
-1 0.0 -954650.612541
-1 0.0 -993744.449375
-1 0.0 -988262.922119
-1 0.0 -988507.659006
-1 0.0 -966450.817026
-1 0.0 -999703.986881
-1 0.0 -963581.777927
-1 0.0 -997824.739984
-1 0.0 -966428.596555
-1 0.0 -985659.362296
-1 0.0 -993619.496110
-1 0.0 -996943.076874
-1 0.0 -987131.643854
-1 0.0 -895244.570277
-1 0.0 -928439.417095
-1 0.0 -989025.384402
-1 0.0 -975493.034772
-1 0.0 -979108.083161
-1 0.0 -975419.920311
-1 0.0 -954612.318896
-1 0.0 -992831.671663
-1 0.0 -990124.718763
-1 0.0 -971831.154521
-1 0.0 -991582.705438
-1 0.0 -978568.470066
-1 0.0 -993196.612786
-1 0.0 -994416.037816
-1 0.0 -992558.354552
-1 0.0 -952359.011952
-1 0.0 -995694.267230
-1 0.0 -995008.467178
-1 0.0 -993551.219721
-1 0.0 -988626.607461
-1 0.0 -994159.191810
-1 0.0 -998787.779879
-1 0.0 -920825.129903
-1 0.0 -964385.176947
-1 0.0 -996845.836227
-1 0.0 -926837.463850
-1 0.0 -802071.771494
-1 0.0 -993213.445199
-1 0.0 -987925.763745
-1 0.0 -971452.397076
-1 0.0 -944084.574058
-1 0.0 -957581.779326
-1 0.0 -962765.078529
-1 0.0 -959080.699031
-1 0.0 -906518.199074
-1 0.0 -987998.875514
-1 0.0 -989655.757744
-1 0.0 -981531.903685
-1 0.0 -998675.093810
-1 0.0 -957112.915570
-1 0.0 -965736.752325
-1 0.0 -953932.206412
-1 0.0 -934198.254527
-1 0.0 -958360.047356
-1 0.0 -978386.699011
-1 0.0 -970217.793245
-1 0.0 -996575.512040
-1 0.0 -971813.452067
-1 0.0 -981666.171969
-1 0.0 -969010.612393
-1 0.0 -958868.665657
-1 0.0 -995153.786991
-1 0.0 -891479.484304
-1 0.0 -958141.717422
-1 0.0 -903288.060371
-1 0.0 -964207.089333
-1 0.0 -959259.076695
-1 0.0 -991186.326691
-1 0.0 -981550.308623
-1 0.0 -942217.378041
-1 0.0 -967318.003007
-1 0.0 -992233.668885
-1 0.0 -996584.597215
-1 0.0 -973207.178355
-1 0.0 -969916.750306
-1 0.0 -998915.706235
-1 0.0 -975503.705260
-1 0.0 -931830.824509
-1 0.0 -984377.954865
-1 0.0 -931624.264901
-1 0.0 -961686.796976
-1 0.0 -996809.078926
-1 0.0 -996683.911368
-1 0.0 -986722.623330
-1 0.0 -942264.842621
-1 0.0 -995680.706974
-1 0.0 -998040.566918
-1 0.0 -986711.878851
-1 0.0 -914661.025975
-1 0.0 -904254.597482
-1 0.0 -935888.858532
-1 0.0 -992723.988245
-1 0.0 -988252.323886
-1 0.0 -957687.114564
-1 0.0 -994978.070936
-1 0.0 -950687.779546
-1 0.0 -961875.654979
